"ID_cliente","ID_producto","ID_vendedor","Cod_pedido","Fecha_pedido","Fecha_despacho","Unidades"
"C00020","I003617","V00439","P0036414","6/26/2018","7/8/2018","143"
"C00014","I003482","V00442","P0036415","6/26/2018","7/8/2018","196"
"C00022","I003614","V00442","P0036416","6/26/2018","7/11/2018","82"
"C00011","I003577","V00442","P0036417","6/26/2018","7/6/2018","181"
"C00020","I003554","V00441","P0036418","6/26/2018","7/10/2018","89"
"C00028","I003513","V00432","P0036419","6/26/2018","7/11/2018","125"
"C00014","I003548","V00435","P0036420","6/26/2018","7/15/2018","133"
"C00020","I003480","V00441","P0036421","6/26/2018","7/18/2018","119"
"C00018","I003501","V00441","P0036422","6/27/2018","7/20/2018","58"
"C00029","I003511","V00438","P0036423","6/27/2018","7/15/2018","134"
"C00021","I003566","V00434","P0036424","6/27/2018","7/8/2018","102"
"C00016","I003487","V00437","P0036425","6/27/2018","7/22/2018","117"
"C00016","I003591","V00436","P0036426","6/27/2018","7/19/2018","101"
"C00012","I003541","V00439","P0036427","6/27/2018","7/14/2018","75"
"C00020","I003624","V00438","P0036428","6/27/2018","7/8/2018","162"
"C00015","I003515","V00438","P0036429","6/27/2018","7/21/2018","200"
"C00011","I003546","V00432","P0036430","6/27/2018","7/10/2018","111"
"C00023","I003525","V00434","P0036431","6/27/2018","7/8/2018","185"
"C00028","I003593","V00434","P0036432","6/27/2018","7/8/2018","194"
"C00025","I003479","V00435","P0036433","6/28/2018","7/16/2018","170"
"C00028","I003596","V00442","P0036434","6/28/2018","7/19/2018","60"
"C00013","I003590","V00432","P0036435","6/28/2018","7/9/2018","161"
"C00024","I003535","V00432","P0036436","6/28/2018","7/11/2018","148"
"C00015","I003599","V00434","P0036437","6/28/2018","7/9/2018","178"
"C00024","I003626","V00436","P0036438","6/28/2018","7/8/2018","199"
"C00011","I003617","V00437","P0036439","6/28/2018","7/15/2018","82"
"C00025","I003590","V00436","P0036440","6/28/2018","7/14/2018","117"
"C00018","I003531","V00436","P0036441","6/28/2018","7/8/2018","182"
"C00013","I003564","V00442","P0036442","6/28/2018","7/18/2018","61"
"C00014","I003477","V00435","P0036443","6/29/2018","7/10/2018","51"
"C00017","I003470","V00434","P0036444","6/29/2018","7/23/2018","170"
"C00028","I003501","V00435","P0036445","6/29/2018","7/19/2018","173"
"C00019","I003599","V00439","P0036446","6/29/2018","7/18/2018","183"
"C00026","I003558","V00440","P0036447","6/29/2018","7/10/2018","93"
"C00029","I003592","V00432","P0036448","6/29/2018","7/20/2018","59"
"C00016","I003563","V00442","P0036449","6/29/2018","7/19/2018","198"
"C00018","I003516","V00435","P0036450","6/29/2018","7/23/2018","96"
"C00013","I003511","V00442","P0036451","6/29/2018","7/9/2018","95"
"C00029","I003506","V00434","P0036452","6/29/2018","7/24/2018","88"
"C00016","I003496","V00440","P0036453","6/29/2018","7/9/2018","138"
"C00030","I003471","V00440","P0036454","6/29/2018","7/10/2018","168"
"C00024","I003560","V00439","P0036455","6/30/2018","7/19/2018","114"
"C00017","I003610","V00437","P0036456","6/30/2018","7/23/2018","106"
"C00019","I003525","V00434","P0036457","6/30/2018","7/16/2018","117"
"C00024","I003509","V00439","P0036458","6/30/2018","7/22/2018","168"
"C00019","I003591","V00442","P0036459","6/30/2018","7/25/2018","122"
"C00027","I003476","V00437","P0036460","6/30/2018","7/11/2018","171"
"C00015","I003549","V00438","P0036461","6/30/2018","7/12/2018","77"
"C00013","I003544","V00434","P0036462","6/30/2018","7/11/2018","153"
"C00014","I003503","V00432","P0036463","6/30/2018","7/22/2018","194"
"C00030","I003539","V00440","P0036464","6/30/2018","7/25/2018","182"
"C00021","I003546","V00439","P0036465","6/30/2018","7/18/2018","183"
"C00027","I003539","V00438","P0036466","6/30/2018","7/15/2018","135"
"C00017","I003475","V00432","P0036467","6/30/2018","7/15/2018","155"
"C00011","I003625","V00437","P0036468","7/1/2018","7/14/2018","187"
"C00013","I003605","V00435","P0036469","7/1/2018","7/11/2018","91"
"C00016","I003509","V00439","P0036470","7/1/2018","7/11/2018","142"
"C00024","I003585","V00433","P0036471","7/1/2018","7/12/2018","78"
"C00020","I003583","V00432","P0036472","7/1/2018","7/26/2018","84"
"C00019","I003587","V00442","P0036473","7/1/2018","7/25/2018","174"
"C00017","I003539","V00442","P0036474","7/1/2018","7/16/2018","183"
"C00029","I003476","V00433","P0036475","7/1/2018","7/19/2018","188"
"C00028","I003484","V00433","P0036476","7/1/2018","7/25/2018","99"
"C00027","I003467","V00442","P0036477","7/1/2018","7/21/2018","153"
"C00020","I003559","V00438","P0036478","7/1/2018","7/13/2018","179"
"C00013","I003598","V00437","P0036479","7/1/2018","7/19/2018","194"
"C00018","I003501","V00442","P0036480","7/2/2018","7/14/2018","183"
"C00011","I003589","V00438","P0036481","7/2/2018","7/24/2018","189"
"C00025","I003596","V00439","P0036482","7/2/2018","7/16/2018","175"
"C00015","I003484","V00442","P0036483","7/2/2018","7/24/2018","94"
"C00013","I003548","V00438","P0036484","7/2/2018","7/25/2018","75"
"C00020","I003504","V00434","P0036485","7/2/2018","7/20/2018","173"
"C00017","I003485","V00440","P0036486","7/2/2018","7/15/2018","137"
"C00018","I003466","V00439","P0036487","7/2/2018","7/24/2018","148"
"C00015","I003597","V00439","P0036488","7/2/2018","7/20/2018","198"
"C00028","I003605","V00435","P0036489","7/2/2018","7/27/2018","73"
"C00011","I003600","V00435","P0036490","7/2/2018","7/26/2018","165"
"C00025","I003604","V00441","P0036491","7/2/2018","7/21/2018","182"
"C00012","I003591","V00436","P0036492","7/2/2018","7/27/2018","100"
"C00022","I003580","V00437","P0036493","7/2/2018","7/14/2018","62"
"C00013","I003500","V00437","P0036494","7/2/2018","7/26/2018","113"
"C00023","I003530","V00441","P0036495","7/2/2018","7/14/2018","146"
"C00027","I003498","V00433","P0036496","7/2/2018","7/13/2018","127"
"C00026","I003580","V00440","P0036497","7/2/2018","7/23/2018","185"
"C00025","I003558","V00440","P0036498","7/3/2018","7/14/2018","65"
"C00031","I003511","V00440","P0036499","7/3/2018","7/17/2018","136"
"C00031","I003510","V00440","P0036500","7/3/2018","7/13/2018","135"
"C00015","I003464","V00434","P0036501","7/3/2018","7/25/2018","67"
"C00013","I003509","V00432","P0036502","7/3/2018","7/27/2018","191"
"C00017","I003526","V00440","P0036503","7/3/2018","7/21/2018","184"
"C00029","I003574","V00440","P0036504","7/3/2018","7/16/2018","175"
"C00011","I003559","V00432","P0036505","7/3/2018","7/19/2018","177"
"C00018","I003560","V00440","P0036506","7/3/2018","7/17/2018","158"
"C00022","I003563","V00442","P0036507","7/4/2018","7/23/2018","138"
"C00013","I003604","V00442","P0036508","7/4/2018","7/15/2018","186"
"C00012","I003604","V00442","P0036509","7/4/2018","7/19/2018","87"
"C00030","I003470","V00435","P0036510","7/4/2018","7/22/2018","116"
"C00021","I003477","V00437","P0036511","7/4/2018","7/14/2018","171"
"C00013","I003591","V00439","P0036512","7/4/2018","7/18/2018","178"
"C00026","I003599","V00436","P0036513","7/4/2018","7/24/2018","109"
"C00031","I003493","V00433","P0036514","7/4/2018","7/17/2018","166"
"C00028","I003550","V00437","P0036515","7/4/2018","7/28/2018","101"
"C00016","I003479","V00432","P0036516","7/5/2018","7/17/2018","119"
"C00011","I003599","V00440","P0036517","7/5/2018","7/19/2018","183"
"C00024","I003583","V00433","P0036518","7/5/2018","7/25/2018","172"
"C00013","I003610","V00437","P0036519","7/5/2018","7/25/2018","177"
"C00026","I003584","V00434","P0036520","7/5/2018","7/26/2018","123"
"C00024","I003581","V00440","P0036521","7/5/2018","7/15/2018","99"
"C00017","I003537","V00442","P0036522","7/5/2018","7/29/2018","193"
"C00029","I003626","V00439","P0036523","7/5/2018","7/27/2018","128"
"C00026","I003527","V00437","P0036524","7/5/2018","7/25/2018","129"
"C00016","I003534","V00440","P0036525","7/5/2018","7/16/2018","154"
"C00021","I003501","V00439","P0036526","7/5/2018","7/27/2018","122"
"C00019","I003562","V00434","P0036527","7/5/2018","7/28/2018","125"
"C00030","I003504","V00436","P0036528","7/5/2018","7/30/2018","81"
"C00013","I003499","V00440","P0036529","7/5/2018","7/23/2018","83"
"C00011","I003579","V00441","P0036530","7/6/2018","7/19/2018","162"
"C00013","I003600","V00433","P0036531","7/6/2018","7/20/2018","124"
"C00016","I003507","V00434","P0036532","7/6/2018","7/26/2018","139"
"C00014","I003485","V00432","P0036533","7/6/2018","7/27/2018","105"
"C00018","I003462","V00432","P0036534","7/6/2018","7/20/2018","165"
"C00012","I003493","V00441","P0036535","7/6/2018","7/23/2018","192"
"C00027","I003562","V00439","P0036536","7/6/2018","7/25/2018","116"
"C00024","I003620","V00434","P0036537","7/6/2018","7/23/2018","144"
"C00023","I003527","V00437","P0036538","7/6/2018","7/31/2018","119"
"C00019","I003565","V00439","P0036539","7/6/2018","7/23/2018","126"
"C00013","I003510","V00436","P0036540","7/7/2018","7/17/2018","143"
"C00011","I003581","V00435","P0036541","7/7/2018","7/29/2018","96"
"C00028","I003473","V00437","P0036542","7/7/2018","7/18/2018","138"
"C00027","I003517","V00438","P0036543","7/7/2018","7/31/2018","135"
"C00013","I003494","V00432","P0036544","7/7/2018","7/26/2018","190"
"C00012","I003580","V00437","P0036545","7/7/2018","7/25/2018","147"
"C00026","I003624","V00440","P0036546","7/7/2018","7/26/2018","172"
"C00022","I003562","V00440","P0036547","7/7/2018","7/30/2018","76"
"C00031","I003471","V00433","P0036548","7/8/2018","7/25/2018","175"
"C00017","I003485","V00441","P0036549","7/8/2018","7/23/2018","75"
"C00030","I003539","V00436","P0036550","7/8/2018","7/20/2018","93"
"C00013","I003491","V00438","P0036551","7/8/2018","7/21/2018","142"
"C00023","I003559","V00433","P0036552","7/8/2018","8/2/2018","103"
"C00027","I003498","V00438","P0036553","7/8/2018","7/30/2018","136"
"C00023","I003475","V00442","P0036554","7/8/2018","7/27/2018","55"
"C00025","I003583","V00432","P0036555","7/8/2018","7/18/2018","86"
"C00016","I003474","V00434","P0036556","7/8/2018","8/2/2018","88"
"C00012","I003495","V00434","P0036557","7/8/2018","7/24/2018","94"
"C00011","I003572","V00436","P0036558","7/8/2018","7/21/2018","97"
"C00023","I003521","V00433","P0036559","7/8/2018","7/24/2018","134"
"C00015","I003588","V00438","P0036560","7/8/2018","7/21/2018","123"
"C00026","I003480","V00432","P0036561","7/8/2018","8/1/2018","125"
"C00012","I003567","V00436","P0036562","7/8/2018","7/22/2018","138"
"C00011","I003620","V00442","P0036563","7/8/2018","7/25/2018","50"
"C00027","I003595","V00437","P0036564","7/8/2018","7/29/2018","196"
"C00018","I003464","V00437","P0036565","7/8/2018","7/22/2018","60"
"C00029","I003569","V00436","P0036566","7/8/2018","8/2/2018","192"
"C00026","I003549","V00435","P0036567","7/8/2018","8/1/2018","57"
"C00014","I003615","V00433","P0036568","7/9/2018","7/31/2018","134"
"C00022","I003607","V00440","P0036569","7/9/2018","7/28/2018","153"
"C00028","I003536","V00437","P0036570","7/9/2018","7/28/2018","130"
"C00027","I003469","V00433","P0036571","7/9/2018","7/25/2018","70"
"C00031","I003606","V00433","P0036572","7/9/2018","7/24/2018","190"
"C00023","I003608","V00436","P0036573","7/9/2018","7/25/2018","157"
"C00026","I003578","V00434","P0036574","7/9/2018","8/2/2018","134"
"C00026","I003560","V00439","P0036575","7/9/2018","7/22/2018","67"
"C00017","I003492","V00439","P0036576","7/9/2018","7/27/2018","168"
"C00019","I003476","V00435","P0036577","7/9/2018","7/24/2018","127"
"C00013","I003565","V00437","P0036578","7/9/2018","7/20/2018","135"
"C00022","I003562","V00437","P0036579","7/9/2018","7/27/2018","107"
"C00029","I003464","V00437","P0036580","7/10/2018","7/22/2018","179"
"C00021","I003522","V00439","P0036581","7/10/2018","8/1/2018","98"
"C00020","I003626","V00433","P0036582","7/10/2018","7/27/2018","78"
"C00024","I003487","V00435","P0036583","7/10/2018","7/23/2018","111"
"C00017","I003582","V00442","P0036584","7/10/2018","7/27/2018","124"
"C00015","I003585","V00436","P0036585","7/10/2018","7/23/2018","121"
"C00014","I003472","V00439","P0036586","7/11/2018","7/25/2018","199"
"C00014","I003514","V00433","P0036587","7/11/2018","7/22/2018","140"
"C00029","I003535","V00442","P0036588","7/11/2018","7/27/2018","71"
"C00029","I003593","V00432","P0036589","7/11/2018","7/30/2018","163"
"C00015","I003485","V00436","P0036590","7/11/2018","7/22/2018","82"
"C00026","I003559","V00440","P0036591","7/11/2018","8/5/2018","188"
"C00024","I003610","V00438","P0036592","7/11/2018","7/21/2018","97"
"C00015","I003491","V00441","P0036593","7/11/2018","7/24/2018","50"
"C00030","I003543","V00435","P0036594","7/11/2018","7/31/2018","63"
"C00019","I003559","V00437","P0036595","7/11/2018","8/1/2018","94"
"C00030","I003469","V00434","P0036596","7/11/2018","7/29/2018","133"
"C00011","I003511","V00435","P0036597","7/11/2018","7/24/2018","79"
"C00015","I003595","V00432","P0036598","7/11/2018","7/29/2018","69"
"C00025","I003511","V00440","P0036599","7/12/2018","7/31/2018","62"
"C00023","I003586","V00437","P0036600","7/12/2018","7/25/2018","168"
"C00026","I003554","V00436","P0036601","7/12/2018","8/5/2018","127"
"C00013","I003548","V00434","P0036602","7/12/2018","7/31/2018","125"
"C00025","I003516","V00441","P0036603","7/12/2018","7/25/2018","117"
"C00018","I003507","V00435","P0036604","7/12/2018","7/29/2018","177"
"C00031","I003496","V00434","P0036605","7/12/2018","8/2/2018","93"
"C00021","I003581","V00434","P0036606","7/13/2018","7/23/2018","118"
"C00024","I003578","V00440","P0036607","7/13/2018","7/31/2018","172"
"C00027","I003579","V00433","P0036608","7/13/2018","7/30/2018","67"
"C00023","I003609","V00436","P0036609","7/13/2018","7/28/2018","127"
"C00031","I003561","V00434","P0036610","7/13/2018","7/25/2018","132"
"C00013","I003515","V00432","P0036611","7/13/2018","8/7/2018","81"
"C00031","I003555","V00432","P0036612","7/13/2018","7/31/2018","165"
"C00025","I003572","V00435","P0036613","7/13/2018","7/30/2018","87"
"C00016","I003572","V00437","P0036614","7/13/2018","7/24/2018","134"
"C00017","I003557","V00433","P0036615","7/13/2018","8/7/2018","126"
"C00024","I003544","V00438","P0036616","7/13/2018","7/29/2018","51"
"C00030","I003530","V00439","P0036617","7/13/2018","7/29/2018","178"
"C00021","I003574","V00438","P0036618","7/13/2018","7/30/2018","52"
"C00011","I003523","V00438","P0036619","7/14/2018","8/2/2018","182"
"C00022","I003503","V00432","P0036620","7/14/2018","8/2/2018","197"
"C00013","I003588","V00436","P0036621","7/14/2018","8/1/2018","190"
"C00026","I003603","V00432","P0036622","7/14/2018","7/27/2018","106"
"C00015","I003481","V00438","P0036623","7/14/2018","7/31/2018","140"
"C00013","I003510","V00442","P0036624","7/14/2018","8/4/2018","180"
"C00018","I003605","V00433","P0036625","7/14/2018","7/25/2018","85"
"C00013","I003472","V00440","P0036626","7/14/2018","8/1/2018","139"
"C00030","I003495","V00433","P0036627","7/14/2018","8/2/2018","163"
"C00019","I003605","V00438","P0036628","7/14/2018","7/30/2018","155"
"C00016","I003502","V00435","P0036629","7/14/2018","8/6/2018","66"
"C00025","I003535","V00437","P0036630","7/14/2018","7/29/2018","93"
"C00031","I003550","V00442","P0036631","7/14/2018","7/24/2018","158"
"C00021","I003544","V00440","P0036632","7/14/2018","8/8/2018","51"
"C00024","I003607","V00434","P0036633","7/15/2018","7/27/2018","195"
"C00021","I003548","V00435","P0036634","7/15/2018","8/9/2018","96"
"C00017","I003541","V00437","P0036635","7/15/2018","7/28/2018","167"
"C00012","I003611","V00441","P0036636","7/15/2018","8/4/2018","154"
"C00024","I003580","V00434","P0036637","7/15/2018","7/25/2018","165"
"C00031","I003622","V00432","P0036638","7/15/2018","7/30/2018","100"
"C00025","I003533","V00438","P0036639","7/15/2018","8/1/2018","132"
"C00011","I003548","V00432","P0036640","7/15/2018","7/31/2018","185"
"C00019","I003547","V00432","P0036641","7/15/2018","8/1/2018","106"
"C00021","I003609","V00438","P0036642","7/15/2018","7/26/2018","140"
"C00015","I003471","V00432","P0036643","7/15/2018","7/25/2018","55"
"C00027","I003479","V00434","P0036644","7/15/2018","8/8/2018","104"
"C00021","I003626","V00433","P0036645","7/15/2018","8/9/2018","103"
"C00016","I003495","V00442","P0036646","7/15/2018","8/7/2018","50"
"C00028","I003551","V00440","P0036647","7/15/2018","7/27/2018","157"
"C00021","I003468","V00438","P0036648","7/16/2018","8/9/2018","115"
"C00014","I003515","V00438","P0036649","7/16/2018","8/1/2018","104"
"C00016","I003468","V00433","P0036650","7/16/2018","7/29/2018","198"
"C00027","I003612","V00439","P0036651","7/16/2018","7/30/2018","198"
"C00016","I003470","V00435","P0036652","7/16/2018","7/30/2018","112"
"C00020","I003541","V00438","P0036653","7/16/2018","7/31/2018","187"
"C00019","I003472","V00440","P0036654","7/16/2018","8/1/2018","81"
"C00014","I003468","V00440","P0036655","7/16/2018","7/27/2018","106"
"C00013","I003550","V00432","P0036656","7/16/2018","7/30/2018","181"
"C00019","I003582","V00434","P0036657","7/16/2018","7/27/2018","132"
"C00021","I003498","V00442","P0036658","7/16/2018","8/4/2018","72"
"C00016","I003496","V00438","P0036659","7/16/2018","8/3/2018","115"
"C00013","I003567","V00438","P0036660","7/16/2018","8/9/2018","51"
"C00013","I003578","V00435","P0036661","7/16/2018","8/4/2018","180"
"C00020","I003578","V00441","P0036662","7/16/2018","8/3/2018","151"
"C00029","I003476","V00438","P0036663","7/17/2018","8/4/2018","120"
"C00025","I003535","V00433","P0036664","7/17/2018","7/31/2018","115"
"C00018","I003584","V00436","P0036665","7/17/2018","8/11/2018","196"
"C00014","I003599","V00439","P0036666","7/17/2018","8/4/2018","141"
"C00013","I003581","V00435","P0036667","7/17/2018","8/4/2018","159"
"C00021","I003607","V00438","P0036668","7/17/2018","8/11/2018","155"
"C00013","I003516","V00439","P0036669","7/17/2018","8/10/2018","174"
"C00016","I003481","V00442","P0036670","7/17/2018","8/10/2018","121"
"C00011","I003470","V00441","P0036671","7/17/2018","8/2/2018","147"
"C00012","I003525","V00438","P0036672","7/17/2018","8/11/2018","88"
"C00019","I003561","V00442","P0036673","7/17/2018","8/2/2018","151"
"C00027","I003540","V00437","P0036674","7/17/2018","8/10/2018","160"
"C00014","I003567","V00438","P0036675","7/18/2018","8/6/2018","136"
"C00020","I003557","V00441","P0036676","7/18/2018","8/9/2018","171"
"C00012","I003576","V00439","P0036677","7/18/2018","8/12/2018","195"
"C00011","I003611","V00433","P0036678","7/18/2018","8/10/2018","113"
"C00021","I003518","V00436","P0036679","7/18/2018","7/31/2018","162"
"C00011","I003612","V00434","P0036680","7/18/2018","8/5/2018","121"
"C00018","I003481","V00433","P0036681","7/18/2018","8/6/2018","117"
"C00022","I003598","V00439","P0036682","7/18/2018","7/31/2018","59"
"C00029","I003626","V00432","P0036683","7/18/2018","8/1/2018","59"
"C00018","I003611","V00439","P0036684","7/18/2018","8/2/2018","145"
"C00027","I003497","V00438","P0036685","7/18/2018","8/9/2018","80"
"C00011","I003602","V00438","P0036686","7/18/2018","7/29/2018","71"
"C00020","I003498","V00433","P0036687","7/18/2018","8/4/2018","66"
"C00023","I003531","V00439","P0036688","7/18/2018","8/1/2018","100"
"C00025","I003505","V00438","P0036689","7/18/2018","8/7/2018","149"
"C00017","I003493","V00433","P0036690","7/19/2018","7/30/2018","96"
"C00028","I003509","V00442","P0036691","7/19/2018","8/12/2018","141"
"C00029","I003485","V00432","P0036692","7/19/2018","8/3/2018","79"
"C00025","I003530","V00432","P0036693","7/19/2018","7/29/2018","59"
"C00025","I003517","V00433","P0036694","7/19/2018","8/12/2018","59"
"C00021","I003542","V00441","P0036695","7/19/2018","7/30/2018","107"
"C00013","I003508","V00432","P0036696","7/19/2018","8/4/2018","163"
"C00022","I003542","V00438","P0036697","7/19/2018","8/2/2018","127"
"C00015","I003506","V00436","P0036698","7/19/2018","8/2/2018","170"
"C00020","I003559","V00436","P0036699","7/19/2018","7/29/2018","117"
"C00016","I003553","V00438","P0036700","7/20/2018","8/4/2018","155"
"C00017","I003538","V00434","P0036701","7/20/2018","8/12/2018","185"
"C00013","I003609","V00442","P0036702","7/20/2018","8/11/2018","73"
"C00019","I003489","V00439","P0036703","7/20/2018","8/8/2018","101"
"C00013","I003503","V00435","P0036704","7/20/2018","8/7/2018","130"
"C00024","I003607","V00434","P0036705","7/20/2018","8/14/2018","78"
"C00016","I003588","V00442","P0036706","7/20/2018","8/7/2018","74"
"C00016","I003527","V00441","P0036707","7/20/2018","8/13/2018","175"
"C00013","I003598","V00442","P0036708","7/20/2018","8/5/2018","150"
"C00028","I003508","V00436","P0036709","7/21/2018","7/31/2018","164"
"C00022","I003593","V00438","P0036710","7/21/2018","7/31/2018","145"
"C00026","I003511","V00433","P0036711","7/21/2018","8/4/2018","178"
"C00028","I003588","V00439","P0036712","7/21/2018","8/7/2018","98"
"C00023","I003466","V00435","P0036713","7/21/2018","8/13/2018","93"
"C00021","I003467","V00438","P0036714","7/21/2018","8/12/2018","152"
"C00030","I003568","V00433","P0036715","7/21/2018","8/9/2018","107"
"C00018","I003607","V00432","P0036716","7/21/2018","8/14/2018","177"
"C00026","I003551","V00441","P0036717","7/21/2018","8/7/2018","91"
"C00016","I003620","V00441","P0036718","7/21/2018","8/2/2018","89"
"C00028","I003503","V00434","P0036719","7/21/2018","8/13/2018","69"
"C00026","I003508","V00432","P0036720","7/21/2018","8/11/2018","177"
"C00012","I003556","V00435","P0036721","7/21/2018","8/8/2018","161"
"C00028","I003518","V00432","P0036722","7/21/2018","8/4/2018","103"
"C00017","I003510","V00435","P0036723","7/21/2018","8/11/2018","122"
"C00013","I003543","V00437","P0036724","7/21/2018","8/12/2018","168"
"C00026","I003497","V00442","P0036725","7/22/2018","8/13/2018","182"
"C00012","I003558","V00432","P0036726","7/22/2018","8/8/2018","175"
"C00028","I003504","V00439","P0036727","7/22/2018","8/10/2018","131"
"C00030","I003609","V00433","P0036728","7/22/2018","8/7/2018","87"
"C00012","I003570","V00433","P0036729","7/22/2018","8/16/2018","117"
"C00013","I003614","V00441","P0036730","7/22/2018","8/14/2018","64"
"C00030","I003591","V00434","P0036731","7/22/2018","8/3/2018","175"
"C00023","I003612","V00440","P0036732","7/22/2018","8/4/2018","198"
"C00029","I003472","V00432","P0036733","7/22/2018","8/14/2018","179"
"C00016","I003492","V00437","P0036734","7/22/2018","8/9/2018","82"
"C00031","I003543","V00438","P0036735","7/22/2018","8/15/2018","59"
"C00019","I003490","V00434","P0036736","7/22/2018","8/2/2018","130"
"C00012","I003601","V00432","P0036737","7/22/2018","8/5/2018","188"
"C00014","I003494","V00436","P0036738","7/22/2018","8/12/2018","175"
"C00011","I003540","V00442","P0036739","7/22/2018","8/2/2018","151"
"C00020","I003492","V00439","P0036740","7/23/2018","8/12/2018","105"
"C00017","I003518","V00439","P0036741","7/23/2018","8/7/2018","79"
"C00030","I003527","V00436","P0036742","7/23/2018","8/17/2018","165"
"C00031","I003582","V00433","P0036743","7/23/2018","8/5/2018","192"
"C00014","I003466","V00432","P0036744","7/23/2018","8/12/2018","80"
"C00020","I003480","V00441","P0036745","7/23/2018","8/4/2018","112"
"C00016","I003573","V00438","P0036746","7/23/2018","8/8/2018","62"
"C00021","I003501","V00432","P0036747","7/23/2018","8/5/2018","88"
"C00027","I003608","V00432","P0036748","7/23/2018","8/11/2018","60"
"C00030","I003471","V00436","P0036749","7/23/2018","8/13/2018","100"
"C00027","I003591","V00432","P0036750","7/23/2018","8/13/2018","70"
"C00031","I003546","V00432","P0036751","7/23/2018","8/7/2018","92"
"C00013","I003537","V00437","P0036752","7/23/2018","8/5/2018","199"
"C00014","I003484","V00437","P0036753","7/23/2018","8/4/2018","57"
"C00017","I003496","V00433","P0036754","7/24/2018","8/14/2018","91"
"C00013","I003589","V00439","P0036755","7/24/2018","8/11/2018","172"
"C00022","I003511","V00436","P0036756","7/24/2018","8/12/2018","130"
"C00024","I003511","V00442","P0036757","7/24/2018","8/17/2018","154"
"C00029","I003552","V00434","P0036758","7/24/2018","8/6/2018","55"
"C00017","I003482","V00437","P0036759","7/24/2018","8/4/2018","53"
"C00027","I003626","V00439","P0036760","7/24/2018","8/7/2018","134"
"C00031","I003535","V00440","P0036761","7/24/2018","8/12/2018","144"
"C00027","I003554","V00440","P0036762","7/24/2018","8/9/2018","89"
"C00029","I003515","V00439","P0036763","7/24/2018","8/4/2018","155"
"C00017","I003529","V00436","P0036764","7/24/2018","8/7/2018","107"
"C00024","I003543","V00434","P0036765","7/24/2018","8/17/2018","152"
"C00026","I003564","V00441","P0036766","7/24/2018","8/7/2018","72"
"C00023","I003535","V00433","P0036767","7/25/2018","8/9/2018","182"
"C00020","I003469","V00433","P0036768","7/25/2018","8/16/2018","85"
"C00029","I003523","V00438","P0036769","7/25/2018","8/10/2018","186"
"C00029","I003507","V00441","P0036770","7/25/2018","8/6/2018","124"
"C00031","I003552","V00438","P0036771","7/25/2018","8/4/2018","65"
"C00015","I003558","V00432","P0036772","7/25/2018","8/19/2018","51"
"C00027","I003560","V00433","P0036773","7/25/2018","8/8/2018","58"
"C00029","I003560","V00432","P0036774","7/25/2018","8/14/2018","55"
"C00012","I003472","V00440","P0036775","7/25/2018","8/8/2018","91"
"C00022","I003482","V00433","P0036776","7/25/2018","8/14/2018","113"
"C00023","I003518","V00439","P0036777","7/25/2018","8/10/2018","159"
"C00016","I003482","V00441","P0036778","7/25/2018","8/7/2018","192"
"C00020","I003595","V00438","P0036779","7/26/2018","8/9/2018","178"
"C00030","I003540","V00432","P0036780","7/26/2018","8/12/2018","187"
"C00031","I003469","V00433","P0036781","7/26/2018","8/6/2018","129"
"C00028","I003465","V00435","P0036782","7/26/2018","8/11/2018","125"
"C00011","I003600","V00438","P0036783","7/26/2018","8/12/2018","168"
"C00015","I003591","V00434","P0036784","7/26/2018","8/7/2018","153"
"C00030","I003554","V00441","P0036785","7/26/2018","8/10/2018","140"
"C00023","I003509","V00432","P0036786","7/26/2018","8/5/2018","78"
"C00031","I003495","V00436","P0036787","7/26/2018","8/8/2018","89"
"C00014","I003474","V00442","P0036788","7/26/2018","8/9/2018","147"
"C00027","I003537","V00439","P0036789","7/26/2018","8/5/2018","167"
"C00013","I003539","V00440","P0036790","7/26/2018","8/16/2018","147"
"C00027","I003499","V00437","P0036791","7/27/2018","8/7/2018","176"
"C00013","I003482","V00436","P0036792","7/27/2018","8/13/2018","79"
"C00027","I003581","V00441","P0036793","7/27/2018","8/11/2018","197"
"C00020","I003572","V00439","P0036794","7/27/2018","8/21/2018","187"
"C00018","I003486","V00437","P0036795","7/27/2018","8/14/2018","58"
"C00016","I003528","V00434","P0036796","7/27/2018","8/16/2018","187"
"C00016","I003618","V00438","P0036797","7/27/2018","8/10/2018","92"
"C00013","I003579","V00438","P0036798","7/27/2018","8/14/2018","147"
"C00020","I003594","V00432","P0036799","7/27/2018","8/16/2018","132"
"C00018","I003562","V00437","P0036800","7/27/2018","8/19/2018","198"
"C00030","I003559","V00433","P0036801","7/27/2018","8/9/2018","136"
"C00014","I003517","V00439","P0036802","7/27/2018","8/15/2018","92"
"C00021","I003525","V00441","P0036803","7/27/2018","8/7/2018","181"
"C00026","I003621","V00441","P0036804","7/27/2018","8/7/2018","92"
"C00028","I003478","V00432","P0036805","7/27/2018","8/6/2018","135"
"C00013","I003552","V00433","P0036806","7/27/2018","8/19/2018","186"
"C00016","I003477","V00442","P0036807","7/27/2018","8/10/2018","176"
"C00029","I003476","V00438","P0036808","7/27/2018","8/11/2018","141"
"C00020","I003534","V00440","P0036809","7/27/2018","8/9/2018","87"
"C00019","I003570","V00435","P0036810","7/28/2018","8/10/2018","87"
"C00013","I003607","V00434","P0036811","7/28/2018","8/12/2018","153"
